"spider_id","site","site_type","sex","weight","days_noweb_lab","trial_num","poke_score","percent_time_moving","tot_prey_attack","mean_Tactive_lab","ln_weight","ln_poke_score","ln_tot_prey_attack","ln_Tactive_lab","Tactive_lab","z_ln_weight","z_poke_score","z_ln_tot_prey_attack","z_ln_Tactive_lab","in_situ","z_days_noweb","landPC1","landsub_pc1","mh_pc1"
"F05","Hasse Park","Sub urban","M",0.02,4,2,5,0,31,0,-3.91202300542815,1.70474809223843,3.44998754583159,-0.693147180559945,0,-0.760205507204881,0.942305181935804,0.68495447457873,-1.71713179040034,0,1.29485888867352,-0.424126069005071,-1.14835058483503,0.547489395924513
"F06","Hasse Park","Sub urban","F",0.02,2,2,NA,11.59,44,69.54,-3.91202300542815,NA,3.79548918917219,4.24906650741765,69.54,-0.760205507204881,NA,1.13441765249975,0.399675591488486,0,0.168297309137937,-0.424126069005071,-1.14835058483503,2.26900188111624
"F07","Hasse Park","Sub urban","F",0.03,2,2,NA,35.78,60,214.68,-3.50655789731998,NA,4.1026433650368,5.37147488716576,214.68,-0.421223566494072,NA,1.53399459998105,0.880416104494699,0,0.168297309137937,-0.424126069005071,-1.14835058483503,0.645818821567857
"F08","Hasse Park","Sub urban","M",0.04,6,2,NA,70.78,NA,424.68,-3.2188758248682,NA,NA,6.05251260867292,424.68,-0.180712051995524,NA,NA,1.17211245095944,0,2.4214204682091,-0.424126069005071,-1.14835058483503,-0.802224131755375
"F09","Hasse Park","Sub urban","M",0.03,6,2,NA,51.19,NA,307.14,-3.50655789731998,NA,NA,5.72893026818885,307.14,-0.421223566494072,NA,NA,1.03351838558105,0,2.4214204682091,-0.424126069005071,-1.14835058483503,1.30901959849947
"G01","Seeveniederung","Rural","F",0.09,2,2,NA,5.03,22,30.18,-2.40794560865187,NA,3.11351530921037,3.42361097649906,30.18,0.497251829426093,NA,0.247237654213644,0.0461234240619766,0,0.168297309137937,-1.37286878116343,-0.312743215202067,0.375935747209621
"G02","Seeveniederung","Rural","F",0.05,0,2,NA,18.2,20,109.2,-2.99573227355399,NA,3.02042488614436,4.69774936728118,109.2,0.00584317203971949,NA,0.126136298571137,0.591851658702361,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G03","Seeveniederung","Rural","F",0.04,3,2,NA,31.71,NA,190.26,-3.2188758248682,NA,NA,5.25101609343002,190.26,-0.180712051995524,NA,NA,0.828822207530365,0,0.731578098905727,-1.37286878116343,-0.312743215202067,0.375935747209621
"G04","Seeveniederung","Rural","F",0.02,1,2,0,16.47,NA,98.82,-3.91202300542815,-0.693147180559945,NA,4.59834696063997,98.82,-0.760205507204881,-1.93575664329591,NA,0.54927645628497,0,-0.394983480629853,-1.37286878116343,-0.312743215202067,0.375935747209621
"G05","Seeveniederung","Rural","F",0.08,0,2,7,13.75,37,82.5,-2.52572864430826,2.01490302054226,3.62434093297637,4.4188406077966,82.5,0.398781403213833,2.09352991202849,0.911770841382896,0.472391805643676,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G06","Seeveniederung","Rural","F",0.01,0,2,2,47.61,8,285.66,-4.60517018598809,0.916290731874155,2.14006616349627,5.65655109495076,285.66,-1.33969896241424,-0.784531913203222,-1.01912259329993,1.00251754711506,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G07","Seeveniederung","Rural","F",0.04,0,2,NA,0,14,0,-3.2188758248682,NA,2.67414864942653,-0.693147180559945,0,-0.180712051995524,NA,-0.32433454807631,-1.71713179040034,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G08","Seeveniederung","Rural","F",0.06,0,2,2,0,27,0,-2.81341071676004,0.916290731874155,3.31418600467253,-0.693147180559945,0,0.158269888715285,-0.784531913203222,0.508290214270856,-1.71713179040034,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G09","Seeveniederung","Rural","M",0.03,6,2,NA,46.4,NA,278.4,-3.50655789731998,NA,NA,5.63085329463344,278.4,-0.421223566494072,NA,NA,0.991510881510467,0,2.4214204682091,-1.37286878116343,-0.312743215202067,0.375935747209621
"G10","Seeveniederung","Rural","F",0.05,0,2,4,19.85,15,119.1,-2.99573227355399,1.50407739677627,2.7408400239252,4.78415284151653,119.1,0.00584317203971949,0.366692816889462,-0.237575721599345,0.628859267767736,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"H01","Hoebeck","Rural","F",0.04,0,2,3,4.03,33,24.18,-3.2188758248682,1.25276296849537,3.51154543883102,3.20599319903719,24.18,-0.180712051995524,-0.20891954815688,0.765035153634636,-0.0470847912934438,0,-0.958264270397643,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H02","Hoebeck","Rural","F",0.05,4,2,NA,0,NA,0,-2.99573227355399,NA,NA,-0.693147180559945,0,0.00584317203971949,NA,NA,-1.71713179040034,0,1.29485888867352,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H03","Hoebeck","Rural","F",0.09,2,2,4,0,29,0,-2.40794560865187,1.50407739677627,3.38439026334577,-0.693147180559945,0,0.497251829426093,0.366692816889462,0.59961895268661,-1.71713179040034,0,0.168297309137937,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H04","Hoebeck","Rural","M",0.02,5,2,NA,NA,45,NA,-3.91202300542815,NA,3.8177123259569,NA,NA,-0.760205507204881,NA,1.16332773693828,NA,0,1.85813967844131,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H05","Hoebeck","Rural","M",0.03,5,2,NA,8.35,10,50.1,-3.50655789731998,NA,2.35137525716348,3.92395157629342,50.1,-0.421223566494072,NA,-0.744230538243506,0.260425099782679,0,1.85813967844131,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H06","Hoebeck","Rural","F",0.06,1,2,3,20.3,NA,121.8,-2.81341071676004,1.25276296849537,NA,4.80647704269313,121.8,0.158269888715285,-0.20891954815688,NA,0.638420981774628,0,-0.394983480629853,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H07","Hoebeck","Rural","F",0.38,6,2,NA,0,NA,0,-0.967584026261706,NA,NA,-0.693147180559945,0,1.70144068503943,NA,NA,-1.71713179040034,0,2.4214204682091,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H08","Hoebeck","Rural","F",0.27,2,2,4,0,NA,0,-1.30933331998376,1.50407739677627,NA,-0.693147180559945,0,1.41572722534626,0.366692816889462,NA,-1.71713179040034,0,0.168297309137937,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H09","Hoebeck","Rural","F",0.05,2,2,5,17.34,35,104.04,-2.99573227355399,1.70474809223843,3.56953269648137,4.64956977328478,104.04,0.00584317203971949,0.942305181935804,0.840470792233776,0.571215780396229,0,0.168297309137937,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H10","Hoebeck","Rural","F",0.09,4,2,NA,17.17,NA,103.02,-2.40794560865187,NA,NA,4.63976483075259,103.02,0.497251829426093,NA,NA,0.567016209911931,0,1.29485888867352,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H11","Hoebeck","Rural","M",0.03,3,2,4.5,50.11,22,300.66,-3.50655789731998,1.6094379124341,3.11351530921037,5.70764168498192,300.66,-0.421223566494072,0.654498999412633,0.247237654213644,1.02440023874899,0,0.731578098905727,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H12","Hoebeck","Rural","M",0.03,6,2,NA,57.12,NA,342.72,-3.50655789731998,NA,NA,5.83837164097416,342.72,-0.421223566494072,NA,NA,1.08039339350706,0,2.4214204682091,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H13","Hoebeck","Rural","F",0.04,1,2,3,46.52,23,279.12,-3.2188758248682,1.25276296849537,3.15700042115011,5.63343153855968,279.12,-0.180712051995524,-0.20891954815688,0.303807447676011,0.992615173255003,0,-0.394983480629853,-0.859158082852416,-0.239170180019783,-0.361480941888394
"I01","Lundugsbrucken","Urban","F",0.12,1,2,4,0,22,0,-2.12026353620009,1.50407739677627,3.11351530921037,-0.693147180559945,0,0.737763343924642,0.366692816889462,0.247237654213644,-1.71713179040034,0,-0.394983480629853,-0.317965058693592,1.98025088884125,-0.631867400018195
"I02","Lundugsbrucken","Urban","F",0.1,2,2,3,24.8,40,148.8,-2.30258509299405,1.25276296849537,3.70130197411249,5.00595770454514,148.8,0.585336627249076,-0.20891954815688,1.01188947986663,0.723860860381984,0,0.168297309137937,-0.317965058693592,1.98025088884125,-0.631867400018195
"I03","Lundugsbrucken","Urban","F",0.08,0,2,3,0,15,0,-2.52572864430826,1.25276296849537,2.7408400239252,-0.693147180559945,0,0.398781403213833,-0.20891954815688,-0.237575721599345,-1.71713179040034,0,-0.958264270397643,-0.317965058693592,1.98025088884125,-0.631867400018195
"I04","Lundugsbrucken","Urban","F",0.02,3,2,NA,85.8,NA,514.8,-3.91202300542815,NA,NA,6.24474925533418,514.8,-0.760205507204881,NA,NA,1.25444963393313,0,0.731578098905727,-0.317965058693592,1.98025088884125,-0.631867400018195
"I05","Lundugsbrucken","Urban","F",0.04,1,2,4,69.18,19,415.08,-3.2188758248682,1.50407739677627,2.9704144655697,6.02967513487173,415.08,-0.180712051995524,0.366692816889462,0.0610777294039437,1.16233089634078,0,-0.394983480629853,-0.317965058693592,1.98025088884125,-0.631867400018195
"I06","Lundugsbrucken","Urban","F",0.05,2,2,4,6.98,39,41.88,-2.99573227355399,1.50407739677627,3.67630067190708,3.74667655284015,41.88,0.00584317203971949,0.366692816889462,0.979365279307814,0.184496153370824,0,0.168297309137937,-0.317965058693592,1.98025088884125,-0.631867400018195
"I07","Lundugsbrucken","Urban","M",0.03,2,2,NA,69.09,NA,414.54,-3.50655789731998,NA,NA,6.02837490112808,414.54,-0.421223566494072,NA,NA,1.16177399116417,0,0.168297309137937,-0.317965058693592,1.98025088884125,-0.631867400018195
"I08","Lundugsbrucken","Urban","F",0.17,3,2,NA,24.65,NA,147.9,-1.77195684193188,NA,NA,4.99991133073328,147.9,1.02895900250178,NA,NA,0.721271128426495,0,0.731578098905727,-0.317965058693592,1.98025088884125,-0.631867400018195
"I09","Lundugsbrucken","Urban","F",0.01,1,2,0,56.65,16,339.9,-4.60517018598809,-0.693147180559945,2.80336038090653,5.83012139669922,339.9,-1.33969896241424,-1.93575664329591,-0.156242972898396,1.07685971829871,0,-0.394983480629853,-0.317965058693592,1.98025088884125,-0.631867400018195
"I10","Lundugsbrucken","Urban","F",0.03,3,2,NA,0.29,NA,1.74,-3.50655789731998,NA,NA,0.806475865866948,1.74,-0.421223566494072,NA,NA,-1.07482586533499,0,0.731578098905727,-0.317965058693592,1.98025088884125,-0.631867400018195
"J01","Staarlandstrasse","Urban","F",0.13,0,2,3,24.95,NA,149.7,-2.04022082852655,1.25276296849537,NA,5.01196773933003,149.7,0.804681635645283,-0.20891954815688,NA,0.726435027911205,0,-0.958264270397643,1.89701902419009,-0.553362450231473,-0.649799687569477
"J02","Staarlandstrasse","Urban","I",0.01,0,2,NA,5.69,NA,34.14,-4.60517018598809,NA,NA,3.54500908369423,34.14,-1.33969896241424,NA,NA,0.0981196398636537,0,-0.958264270397643,1.89701902419009,-0.553362450231473,-0.649799687569477
"J03","Staarlandstrasse","Urban","I",0.01,5,2,NA,0,NA,0,-4.60517018598809,NA,NA,-0.693147180559945,0,-1.33969896241424,NA,NA,-1.71713179040034,0,1.85813967844131,1.89701902419009,-0.553362450231473,-0.649799687569477
"J04","Staarlandstrasse","Urban","M",0.01,0,2,4,16.08,NA,96.48,-4.60517018598809,1.50407739677627,NA,4.57450477167721,96.48,-1.33969896241424,0.366692816889462,NA,0.539064570522213,0,-0.958264270397643,1.89701902419009,-0.553362450231473,-0.649799687569477
"J05","Staarlandstrasse","Urban","F",0.02,0,2,2,42.1,NA,252.6,-3.91202300542815,0.916290731874155,NA,5.53378466755108,252.6,-0.760205507204881,-0.784531913203222,NA,0.949935263916756,0,-0.958264270397643,1.89701902419009,-0.553362450231473,-0.649799687569477
"J06","Staarlandstrasse","Urban","F",0.02,1,2,0,4.45,NA,26.7,-3.91202300542815,-0.693147180559945,NA,3.30321697330195,26.7,-0.760205507204881,-1.93575664329591,NA,-0.00544272236401153,0,-0.394983480629853,1.89701902419009,-0.553362450231473,-0.649799687569477
"K01","Staats forest","Rural","F",0.07,2,2,NA,26.42,NA,158.52,-2.65926003693278,NA,NA,5.06902998047334,158.52,0.287144841367918,NA,NA,0.750875446902617,0,0.168297309137937,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K02","Staats forest","Rural","F",0.27,0,2,3,0,NA,0,-1.30933331998376,1.25276296849537,NA,-0.693147180559945,0,1.41572722534626,-0.20891954815688,NA,-1.71713179040034,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K03","Staats forest","Rural","F",0.01,0,2,8,3.81,17,22.86,-4.60517018598809,2.14006616349627,2.86220088092947,3.15102515796003,22.86,-1.33969896241424,2.66914227707483,-0.0796973510742545,-0.0706282401336166,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K04","Staats forest","Rural","F",0.01,2,2,NA,68.68,30,412.08,-4.60517018598809,NA,3.41772668361337,6.02243012636486,412.08,-1.33969896241424,NA,0.642986310506124,1.15922777525832,0,0.168297309137937,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K05","Staats forest","Rural","M",0.01,3,2,3,6.56,24,39.36,-4.60517018598809,1.25276296849537,3.19867311755068,3.68537331478465,39.36,-1.33969896241424,-0.20891954815688,0.358019469290831,0.158239266266721,0,0.731578098905727,-0.381942829279065,-0.534839310089476,-0.759186641632298
"K06","Staats forest","Rural","F",0.01,1,2,5,0,23,0,-4.60517018598809,1.70474809223843,3.15700042115011,-0.693147180559945,0,-1.33969896241424,0.942305181935804,0.303807447676011,-1.71713179040034,0,-0.394983480629853,-0.381942829279065,-0.534839310089476,-0.759186641632298
"K07","Staats forest","Rural","M",0.03,3,2,NA,10.87,NA,65.22,-3.50655789731998,NA,NA,4.18540329316907,65.22,-0.421223566494072,NA,NA,0.372407899238757,0,0.731578098905727,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K08","Staats forest","Rural","M",0.03,5,2,NA,71.02,10,426.12,-3.50655789731998,NA,2.35137525716348,6.05589368726367,426.12,-0.421223566494072,NA,-0.744230538243506,1.17356060609224,0,1.85813967844131,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K09","Staats forest","Rural","F",0.02,3,2,NA,65.01,NA,390.06,-3.91202300542815,NA,NA,5.96758160664465,390.06,-0.760205507204881,NA,NA,1.13573551880007,0,0.731578098905727,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K10","Staats forest","Rural","F",0.09,0,2,4,0.21,22,1.26,-2.40794560865187,1.50407739677627,3.11351530921037,0.56531380905006,1.26,0.497251829426093,0.366692816889462,0.247237654213644,-1.17811836831666,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K11","Staats forest","Rural","F",0.08,2,2,NA,2.05,19,12.3,-2.52572864430826,NA,2.9704144655697,2.54944517092557,12.3,0.398781403213833,NA,0.0610777294039437,-0.328291918345033,0,0.168297309137937,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K12","Staats forest","Rural","F",0.29,0,2,4,2.28,NA,13.68,-1.23787435600162,1.50407739677627,NA,2.65183252110398,13.68,1.47546922979363,0.366692816889462,NA,-0.284438230027807,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K13","Staats forest","Rural","F",0.04,1,2,7,23.38,34,140.28,-3.2188758248682,2.01490302054226,3.54095932403731,4.94719838817999,140.28,-0.180712051995524,2.09352991202849,0.803299684569997,0.698693564411136,0,-0.394983480629853,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K14","Staats forest","Rural","M",0.03,5,2,NA,35.34,12,212.04,-3.50655789731998,NA,2.52572864430826,5.35913020594455,212.04,-0.421223566494072,NA,-0.51741417143934,0.875128734505073,0,1.85813967844131,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K15","Staats forest","Rural","F",0.03,0,2,3,77.83,20,466.98,-3.50655789731998,1.25276296849537,3.02042488614436,6.14735656706496,466.98,-0.421223566494072,-0.20891954815688,0.126136298571137,1.21273521717859,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K16","Staats forest","Rural","F",0.17,2,2,NA,19.36,33,116.16,-1.77195684193188,NA,3.51154543883102,4.75926372132549,116.16,1.02895900250178,NA,0.765035153634636,0.618198969230408,0,0.168297309137937,-0.381942829279065,-0.534839310089476,-0.802224131755375
"L01","Barmbek Sud","Urban","F",0.08,1,2,4,27.27272727,8,163.63636362,-2.52572864430826,1.50407739677627,2.14006616349627,5.10069756781945,163.63636362,0.398781403213833,0.366692816889462,-1.01912259329993,0.764439041456192,0,-0.394983480629853,1.43427942448047,-0.634249849267278,2.31024614248419
"L02","Barmbek Sud","Urban","F",0.03,2,2,NA,NA,42,NA,-3.50655789731998,NA,3.74950407593037,NA,NA,-0.421223566494072,NA,1.07459560669155,NA,0,0.168297309137937,1.43427942448047,-0.634249849267278,0.0220245577349387
"L03","Barmbek Sud","Urban","I",0.01,1,2,1,NA,NA,NA,-4.60517018598809,0.405465108108164,NA,NA,NA,-1.33969896241424,-1.36014427824956,NA,NA,0,-0.394983480629853,1.43427942448047,-0.634249849267278,0.0220245577349387
"L05","Barmbek Sud","Urban","F",0.5,0,2,3,0,NA,0,-0.693147180559945,1.25276296849537,NA,-0.693147180559945,0,1.93087876170303,-0.20891954815688,NA,-1.71713179040034,0,-0.958264270397643,1.43427942448047,-0.634249849267278,0.77463313604838
"L06","Barmbek Sud","Urban","F",0.03,0,2,2,70.01,15,420.06,-3.50655789731998,0.916290731874155,2.7408400239252,6.04158715651119,420.06,-0.421223566494072,-0.784531913203222,-0.237575721599345,1.16743295321885,0,-0.958264270397643,1.43427942448047,-0.634249849267278,0.77463313604838
"L07","Barmbek Sud","Urban","I",0.01,0,2,8,25.92,21,155.52,-4.60517018598809,2.14006616349627,3.06805293513362,5.04998420416017,155.52,-1.33969896241424,2.66914227707483,0.188095639921605,0.742717920247792,0,-0.958264270397643,1.43427942448047,-0.634249849267278,0.846064130364801
"M01","Alster East","Urban","F",0.17,0,2,4,18.5,39,111,-1.77195684193188,1.50407739677627,3.67630067190708,4.71402459090017,111,1.02895900250178,0.366692816889462,0.979365279307814,0.598822525539295,0,-0.958264270397643,-0.390634160382644,1.05050930177231,0.872962561691724
"M02","Alster East","Urban","F",0.1,1,2,3,48.69,NA,292.14,-2.30258509299405,1.25276296849537,NA,5.67894318464256,292.14,0.585336627249076,-0.20891954815688,NA,1.01210833855955,0,-0.394983480629853,-0.390634160382644,1.05050930177231,0.21334824227037
"M03","Alster East","Urban","F",0.17,1,2,5,64.44,29,386.64,-1.77195684193188,1.70474809223843,3.38439026334577,5.9587863847174,386.64,1.02895900250178,0.942305181935804,0.59961895268661,1.13196842334925,0,-0.394983480629853,-0.390634160382644,1.05050930177231,0.21334824227037
"M04","Alster East","Urban","F",0.29,0,2,0,42.05,3,252.3,-1.23787435600162,-0.693147180559945,1.25276296849537,5.5325986622727,252.3,1.47546922979363,-1.93575664329591,-2.17341555106574,0.949427284115249,0,-0.958264270397643,-0.390634160382644,1.05050930177231,0.236660216087036
"M05","Alster East","Urban","F",0.21,4,2,NA,NA,NA,NA,-1.56064774826467,NA,NA,NA,NA,1.20562023728808,NA,NA,NA,0,1.29485888867352,-0.390634160382644,1.05050930177231,0.209761784760113
"M06","Alster East","Urban","F",0.17,2,2,NA,20.85,NA,125.1,-1.77195684193188,NA,NA,4.8331022540341,125.1,1.02895900250178,NA,NA,0.649824868265417,0,0.168297309137937,-0.390634160382644,1.05050930177231,-0.725115295284862
"M07","Alster East","Urban","F",0.12,1,2,3,0,30,0,-2.12026353620009,1.25276296849537,3.41772668361337,-0.693147180559945,0,0.737763343924642,-0.20891954815688,0.642986310506124,-1.71713179040034,0,-0.394983480629853,-0.390634160382644,1.05050930177231,-0.674904890141272
"M08","Alster East","Urban","F",0.13,0,2,1,18.77,NA,112.62,-2.04022082852655,0.405465108108164,NA,4.72844920214826,112.62,0.804681635645283,-1.36014427824956,NA,0.605000753657013,0,-0.958264270397643,-0.390634160382644,1.05050930177231,-0.683871033916913
"M09","Alster East","Urban","F",0.12,0,2,2,48.75,30,292.5,-2.12026353620009,0.916290731874155,3.41772668361337,5.68017260901707,292.5,0.737763343924642,-0.784531913203222,0.642986310506124,1.01263491526298,0,-0.958264270397643,-0.390634160382644,1.05050930177231,-0.683871033916913
"M10","Alster East","Urban","F",0.25,1,2,NA,5.42,3,32.52,-1.38629436111989,NA,1.25276296849537,3.49711343849198,32.52,1.35138530649368,NA,-2.17341555106574,0.0776053801158231,0,-0.394983480629853,-0.390634160382644,1.05050930177231,-0.700010092713067
"M11","Alster East","Urban","F",0.07,1,2,NA,0,28,0,-2.65926003693278,NA,3.3499040872746,-0.693147180559945,0,0.287144841367918,NA,0.55475587724239,-1.71713179040034,0,-0.394983480629853,-0.390634160382644,1.05050930177231,-0.720002726104246
"M12","Alster East","Urban","F",0.13,0,2,3,44.67,21,268.02,-2.04022082852655,1.25276296849537,3.06805293513362,5.59292539907055,268.02,0.804681635645283,-0.20891954815688,0.188095639921605,0.975265924417183,0,-0.958264270397643,-0.390634160382644,1.05050930177231,-0.720002726104246
"M13","Alster East","Urban","F",0.17,1,2,3,5.96,10,35.76,-1.77195684193188,1.25276296849537,2.35137525716348,3.5907152053267,35.76,1.02895900250178,-0.20891954815688,-0.744230538243506,0.11769610129924,0,-0.394983480629853,-0.390634160382644,1.05050930177231,-0.639040315038708
"N01","Hammer","Sub urban","F",0.06,2,2,0,3.04,NA,18.24,-2.81341071676004,-0.693147180559945,NA,2.93066027681028,18.24,0.158269888715285,-1.93575664329591,NA,-0.165013071825855,0,0.168297309137937,1.62272243657606,-0.289043249777829,0.0274487635144514
"N02","Hammer","Sub urban","F",0.25,1,2,3,12.04,44,72.24,-1.38629436111989,1.25276296849537,3.79548918917219,4.28689143955884,72.24,1.35138530649368,-0.20891954815688,1.13441765249975,0.415876448155346,0,-0.394983480629853,1.62272243657606,-0.289043249777829,-0.803737795235727
"N03","Hammer","Sub urban","I",0.01,4,2,NA,6.83,NA,40.98,-4.60517018598809,NA,NA,3.72521138336133,40.98,-1.33969896241424,NA,NA,0.175302372592626,0,1.29485888867352,1.62272243657606,-0.289043249777829,-0.802224131755375
"A05","South Alster","Urban","F",0.17,3,2,4.5,0,NA,0,-1.77195684193188,1.6094379124341,NA,-0.693147180559945,0,1.02895900250178,0.654498999412633,NA,-1.71713179040034,0,0.731578098905727,0.0211937520245644,1.43458767468614,0.753457066389678
"A06","South Alster","Urban","F",0.76,5,2,NA,0,0,0,-0.27443684570176,NA,-0.693147180559945,-0.693147180559945,0,2.28093414024879,NA,-4.70485057142232,-1.71713179040034,0,1.85813967844131,0.0211937520245644,1.43458767468614,0.753457066389678
"A07","South Alster","Urban","F",0.54,6,2,NA,0,NA,0,-0.616186139423817,NA,NA,-0.693147180559945,0,1.99522068055562,NA,NA,-1.71713179040034,0,2.4214204682091,0.0211937520245644,1.43458767468614,0.753457066389678
"A08","South Alster","Urban","F",0.43,1,2,7,44.05,27,264.3,-0.843970070294529,2.01490302054226,3.31418600467253,5.57897482406285,264.3,1.80478594916883,2.09352991202849,0.508290214270856,0.969290731513298,0,-0.394983480629853,0.0211937520245644,1.43458767468614,0.753457066389678
"A09","South Alster","Urban","F",0.29,6,2,NA,0,NA,0,-1.23787435600162,NA,NA,-0.693147180559945,0,1.47546922979363,NA,NA,-1.71713179040034,0,2.4214204682091,0.0211937520245644,1.43458767468614,0.753457066389678
"A10","South Alster","Urban","F",0.3,3,2,NA,0,NA,0,-1.20397280432594,NA,NA,-0.693147180559945,0,1.50381202316924,NA,NA,-1.71713179040034,0,0.731578098905727,0.0211937520245644,1.43458767468614,0.753457066389678
"A11","South Alster","Urban","F",0.13,0,2,3,NA,24,NA,-2.04022082852655,1.25276296849537,3.19867311755068,NA,NA,0.804681635645283,-0.20891954815688,0.358019469290831,NA,0,-0.958264270397643,0.0211937520245644,1.43458767468614,0.753457066389678
"A12","South Alster","Urban","F",0.7,6,2,NA,0,NA,0,-0.356674943938732,NA,NA,-0.693147180559945,0,2.21218043103123,NA,NA,-1.71713179040034,0,2.4214204682091,0.0211937520245644,1.43458767468614,0.753457066389678
"A13","South Alster","Urban","F",0.95,5,2,NA,0,0,0,-0.0512932943875506,NA,-0.693147180559945,-0.693147180559945,0,2.46748936428403,NA,-4.70485057142232,-1.71713179040034,0,1.85813967844131,0.0211937520245644,1.43458767468614,0.753457066389678
"A14","South Alster","Urban","F",0.46,5,2,NA,0,NA,0,-0.776528789498996,NA,NA,-0.693147180559945,0,1.86116904056419,NA,NA,-1.71713179040034,0,1.85813967844131,0.0211937520245644,1.43458767468614,0.753457066389678
"O01","Boberger","Rural","F",0.03,1,2,2,44.65,NA,267.9,-3.50655789731998,0.916290731874155,NA,5.59247840509753,267.9,-0.421223566494072,-0.784531913203222,NA,0.97507447171977,0,-0.394983480629853,-1.33457856025156,-0.732451289148118,-0.759186641632298
"O02","Boberger","Rural","F",0.11,0,2,3,0,21,0,-2.20727491318972,1.25276296849537,3.06805293513362,-0.693147180559945,0,0.665019019330388,-0.20891954815688,0.188095639921605,-1.71713179040034,0,-0.958264270397643,-1.33457856025156,-0.732451289148118,-0.769946014163068
"O03","Boberger","Rural","F",0.13,3,2,NA,74.05,NA,444.3,-2.04022082852655,NA,NA,6.09762474293637,444.3,0.804681635645283,NA,NA,1.19143450072308,0,0.731578098905727,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O04","Boberger","Rural","F",0.1,0,2,3,18.28,22,109.68,-2.30258509299405,1.25276296849537,3.11351530921037,4.70211539204457,109.68,0.585336627249076,-0.20891954815688,0.247237654213644,0.593721677692257,0,-0.958264270397643,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O05","Boberger","Rural","F",0.06,1,2,5,0,24,0,-2.81341071676004,1.70474809223843,3.19867311755068,-0.693147180559945,0,0.158269888715285,0.942305181935804,0.358019469290831,-1.71713179040034,0,-0.394983480629853,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O06","Boberger","Rural","F",0.09,0,2,4,0,17,0,-2.40794560865187,1.50407739677627,2.86220088092947,-0.693147180559945,0,0.497251829426093,0.366692816889462,-0.0796973510742545,-1.71713179040034,0,-0.958264270397643,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O07","Boberger","Rural","F",0.65,4,2,NA,0,NA,0,-0.430782916092454,NA,NA,-0.693147180559945,0,2.15022377009924,NA,NA,-1.71713179040034,0,1.29485888867352,-1.33457856025156,-0.732451289148118,-0.768152785407939
"O08","Boberger","Rural","F",0.08,1,2,3,0,21,0,-2.52572864430826,1.25276296849537,3.06805293513362,-0.693147180559945,0,0.398781403213833,-0.20891954815688,0.188095639921605,-1.71713179040034,0,-0.394983480629853,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O09","Boberger","Rural","F",0.13,0,2,5,29.61,21,177.66,-2.04022082852655,1.70474809223843,3.06805293513362,5.18268202294911,177.66,0.804681635645283,0.942305181935804,0.188095639921605,0.799553933440885,0,-0.958264270397643,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O10","Boberger","Rural","F",0.11,0,2,3,50.65,32,303.9,-2.20727491318972,1.25276296849537,3.48124008933569,5.71834262598753,303.9,0.665019019330388,-0.20891954815688,0.725610916573195,1.02898357576029,0,-0.958264270397643,-1.33457856025156,-0.732451289148118,-0.802224131755375
