"spider_id","site","site_type","sex","weight","days_noweb_lab","trial_num","poke_score","percent_time_moving","tot_prey_attack","mean_Tactive_lab","ln_weight","ln_poke_score","ln_tot_prey_attack","ln_Tactive_lab","Tactive_lab","z_ln_weight","z_poke_score","z_ln_tot_prey_attack","z_ln_Tactive_lab","in_situ","z_days_noweb","landPC1","landsub_pc1","mh_pc1"
"B02","Alsterufer","Urban","F",0.05,2,4,2,NA,NA,NA,-2.99573227355399,0.916290731874155,NA,NA,NA,0.00584317203971949,-0.784531913203222,NA,NA,0,0.168297309137937,0.0104000288115565,1.62429468671525,-0.667731975120759
"B03","Alsterufer","Urban","F",0.09,2,4,2,NA,NA,NA,-2.40794560865187,0.916290731874155,NA,NA,NA,0.497251829426093,-0.784531913203222,NA,NA,0,0.168297309137937,0.0104000288115565,1.62429468671525,-0.667731975120759
"B04","Alsterufer","Urban","F",0.02,0,4,5,NA,NA,NA,-3.91202300542815,1.70474809223843,NA,NA,NA,-0.760205507204881,0.942305181935804,NA,NA,0,-0.958264270397643,0.0104000288115565,1.62429468671525,-0.667731975120759
"B05","Alsterufer","Urban","I",0.02,4,4,NA,NA,NA,NA,-3.91202300542815,NA,NA,NA,NA,-0.760205507204881,NA,NA,NA,0,1.29485888867352,0.0104000288115565,1.62429468671525,-0.667731975120759
"B06","Alsterufer","Urban","F",0.06,1,4,3,NA,NA,NA,-2.81341071676004,1.25276296849537,NA,NA,NA,0.158269888715285,-0.20891954815688,NA,NA,0,-0.394983480629853,0.0104000288115565,1.62429468671525,-0.667731975120759
"B07","Alsterufer","Urban","F",0.04,4,4,1.5,NA,NA,NA,-3.2188758248682,0.693147180559945,NA,NA,NA,-0.180712051995524,-1.07233809572639,NA,NA,0,1.29485888867352,0.0104000288115565,1.62429468671525,-0.667731975120759
"B08","Alsterufer","Urban","M",0.02,2,4,2,NA,NA,NA,-3.91202300542815,0.916290731874155,NA,NA,NA,-0.760205507204881,-0.784531913203222,NA,NA,0,0.168297309137937,0.0104000288115565,1.62429468671525,-0.667731975120759
"B09","Alsterufer","Urban","F",0.05,1,4,NA,NA,NA,NA,-2.99573227355399,NA,NA,NA,NA,0.00584317203971949,NA,NA,NA,0,-0.394983480629853,0.0104000288115565,1.62429468671525,-0.667731975120759
"B10","Alsterufer","Urban","M",0.04,0,4,4,NA,NA,NA,-3.2188758248682,1.50407739677627,NA,NA,NA,-0.180712051995524,0.366692816889462,NA,NA,0,-0.958264270397643,0.0104000288115565,1.62429468671525,-0.667731975120759
"B11","Alsterufer","Urban","F",0.05,1,4,2,NA,NA,NA,-2.99573227355399,0.916290731874155,NA,NA,NA,0.00584317203971949,-0.784531913203222,NA,NA,0,-0.394983480629853,0.0104000288115565,1.62429468671525,-0.667731975120759
"B12","Alsterufer","Urban","F",0.27,1,4,2,NA,NA,NA,-1.30933331998376,0.916290731874155,NA,NA,NA,1.41572722534626,-0.784531913203222,NA,NA,0,-0.394983480629853,0.0104000288115565,1.62429468671525,-0.667731975120759
"C01","Volkspark","Sub urban",NA,0.01,2,4,NA,NA,NA,NA,-4.60517018598809,NA,NA,NA,NA,-1.33969896241424,NA,NA,NA,0,0.168297309137937,-0.147503695362142,-0.264744747684683,0.259718553529123
"C02","Volkspark","Sub urban","M",0.01,0,4,2,NA,NA,NA,-4.60517018598809,0.916290731874155,NA,NA,NA,-1.33969896241424,-0.784531913203222,NA,NA,0,-0.958264270397643,-0.147503695362142,-0.264744747684683,0.955152928538914
"C03","Volkspark","Sub urban","M",0.02,0,4,1,NA,NA,NA,-3.91202300542815,0.405465108108164,NA,NA,NA,-0.760205507204881,-1.36014427824956,NA,NA,0,-0.958264270397643,-0.147503695362142,-0.264744747684683,0.955152928538914
"C04","Volkspark","Sub urban",NA,0.01,0,4,NA,NA,NA,NA,-4.60517018598809,NA,NA,NA,NA,-1.33969896241424,NA,NA,NA,0,-0.958264270397643,-0.147503695362142,-0.264744747684683,0.955152928538914
"D01","North Alster","Urban","M",0.02,2,4,0,NA,18,NA,-3.91202300542815,-0.693147180559945,2.91777073208428,NA,NA,-0.760205507204881,-1.93575664329591,-0.00740651721556815,NA,0,0.168297309137937,0.702775420931827,-0.97942512164339,4.5981250518306
"D03","North Alster","Urban","M",0.01,1,4,5.5,NA,25,NA,-4.60517018598809,1.79175946922805,3.23867845216438,NA,NA,-1.33969896241424,1.23011136445898,0.410062419522302,NA,0,-0.394983480629853,0.702775420931827,-0.97942512164339,0.98922427488635
"D04","North Alster","Urban","F",0.16,3,4,NA,NA,17,NA,-1.83258146374831,NA,2.86220088092947,NA,NA,0.97827485842319,NA,-0.0796973510742545,NA,0,0.731578098905727,0.702775420931827,-0.97942512164339,1.26264928724071
"D05","North Alster","Urban","F",0.01,1,4,4,NA,25,NA,-4.60517018598809,1.50407739677627,3.23867845216438,NA,NA,-1.33969896241424,0.366692816889462,0.410062419522302,NA,0,-0.394983480629853,0.702775420931827,-0.97942512164339,3.23436384999839
"D06","North Alster","Urban","M",0.01,0,4,4,NA,12,NA,-4.60517018598809,1.50407739677627,2.52572864430826,NA,NA,-1.33969896241424,0.366692816889462,-0.51741417143934,NA,0,-0.958264270397643,0.702775420931827,-0.97942512164339,1.52899042360282
"D07","North Alster","Urban","M",0.02,0,4,3,NA,29,NA,-3.91202300542815,1.25276296849537,3.38439026334577,NA,NA,-0.760205507204881,-0.20891954815688,0.59961895268661,NA,0,-0.958264270397643,0.702775420931827,-0.97942512164339,1.52899042360282
"D09","North Alster","Urban","M",0.02,2,4,2,NA,24,NA,-3.91202300542815,0.916290731874155,3.19867311755068,NA,NA,-0.760205507204881,-0.784531913203222,0.358019469290831,NA,0,0.168297309137937,0.702775420931827,-0.97942512164339,-0.698483981042707
"D10","North Alster","Urban","F",0.02,0,4,5,NA,9,NA,-3.91202300542815,1.70474809223843,2.2512917986065,NA,NA,-0.760205507204881,0.942305181935804,-0.874429135579846,NA,0,-0.958264270397643,0.702775420931827,-0.97942512164339,-0.700321729311963
"D11","North Alster","Urban","F",0.01,0,4,4,NA,21,NA,-4.60517018598809,1.50407739677627,3.06805293513362,NA,NA,-1.33969896241424,0.366692816889462,0.188095639921605,NA,0,-0.958264270397643,0.702775420931827,-0.97942512164339,2.89808679218629
"D12","North Alster","Urban","F",0.01,1,4,NA,NA,6,NA,-4.60517018598809,NA,1.87180217690159,NA,NA,-1.33969896241424,NA,-1.36810728341829,NA,0,-0.394983480629853,0.702775420931827,-0.97942512164339,2.38347036555574
"D13","North Alster","Urban","F",0.11,5,4,NA,NA,NA,NA,-2.20727491318972,NA,NA,NA,NA,0.665019019330388,NA,NA,NA,0,1.85813967844131,0.702775420931827,-0.97942512164339,-0.28551632048099
"E01","Botanical gardens","Sub urban","M",0.01,1,4,2.5,NA,18,NA,-4.60517018598809,1.09861228866811,2.91777073208428,NA,NA,-1.33969896241424,-0.496725730680051,-0.00740651721556815,NA,0,-0.394983480629853,-0.45961285002464,-0.401262554115808,-0.735874667815631
"E02","Botanical gardens","Sub urban","M",0.01,0,4,3,NA,17,NA,-4.60517018598809,1.25276296849537,2.86220088092947,NA,NA,-1.33969896241424,-0.20891954815688,-0.0796973510742545,NA,0,-0.958264270397643,-0.45961285002464,-0.401262554115808,-0.732288210305375
"E03","Botanical gardens","Sub urban","F",0.01,1,4,3,NA,10,NA,-4.60517018598809,1.25276296849537,2.35137525716348,NA,NA,-1.33969896241424,-0.20891954815688,-0.744230538243506,NA,0,-0.394983480629853,-0.45961285002464,-0.401262554115808,-0.730494981550247
"E04","Botanical gardens","Sub urban","F",0.01,1,4,4.5,NA,10,NA,-4.60517018598809,1.6094379124341,2.35137525716348,NA,NA,-1.33969896241424,0.654498999412633,-0.744230538243506,NA,0,-0.394983480629853,-0.45961285002464,-0.401262554115808,-0.667731975120759
"E05","Botanical gardens","Sub urban","M",0.01,1,4,2,NA,9,NA,-4.60517018598809,0.916290731874155,2.2512917986065,NA,NA,-1.33969896241424,-0.784531913203222,-0.874429135579846,NA,0,-0.394983480629853,-0.45961285002464,-0.401262554115808,1.9865662054721
"E06","Botanical gardens","Sub urban","F",0.01,0,4,3,NA,10,NA,-4.60517018598809,1.25276296849537,2.35137525716348,NA,NA,-1.33969896241424,-0.20891954815688,-0.744230538243506,NA,0,-0.958264270397643,-0.45961285002464,-0.401262554115808,1.9865662054721
"E07","Botanical gardens","Sub urban","F",0.02,0,4,7,NA,7,NA,-3.91202300542815,2.01490302054226,2.01490302054226,NA,NA,-0.760205507204881,2.09352991202849,-1.18194735860859,NA,0,-0.958264270397643,-0.45961285002464,-0.401262554115808,1.9865662054721
"E08","Botanical gardens","Sub urban","F",0.01,2,4,2.5,NA,25,NA,-4.60517018598809,1.09861228866811,3.23867845216438,NA,NA,-1.33969896241424,-0.496725730680051,0.410062419522302,NA,0,0.168297309137937,-0.45961285002464,-0.401262554115808,1.9865662054721
"E09","Botanical gardens","Sub urban","M",0.01,0,4,4,NA,7,NA,-4.60517018598809,1.50407739677627,2.01490302054226,NA,NA,-1.33969896241424,0.366692816889462,-1.18194735860859,NA,0,-0.958264270397643,-0.45961285002464,-0.401262554115808,1.9865662054721
"E10","Botanical gardens","Sub urban","F",0.02,1,4,2,NA,NA,NA,-3.91202300542815,0.916290731874155,NA,NA,NA,-0.760205507204881,-0.784531913203222,NA,NA,0,-0.394983480629853,-0.45961285002464,-0.401262554115808,1.9865662054721
"E11","Botanical gardens","Sub urban","F",0.01,0,4,2,NA,NA,NA,-4.60517018598809,0.916290731874155,NA,NA,NA,-1.33969896241424,-0.784531913203222,NA,NA,0,-0.958264270397643,-0.45961285002464,-0.401262554115808,1.9865662054721
"E12","Botanical gardens","Sub urban","F",0.02,0,4,5,NA,NA,NA,-3.91202300542815,1.70474809223843,NA,NA,NA,-0.760205507204881,0.942305181935804,NA,NA,0,-0.958264270397643,-0.45961285002464,-0.401262554115808,1.9865662054721
"E13","Botanical gardens","Sub urban","M",0.01,1,4,2,NA,19,NA,-4.60517018598809,0.916290731874155,2.9704144655697,NA,NA,-1.33969896241424,-0.784531913203222,0.0610777294039437,NA,0,-0.394983480629853,-0.45961285002464,-0.401262554115808,-0.750220497856657
"E14","Botanical gardens","Sub urban","M",0.01,0,4,1,NA,20,NA,-4.60517018598809,0.405465108108164,3.02042488614436,NA,NA,-1.33969896241424,-1.36014427824956,0.126136298571137,NA,0,-0.958264270397643,-0.45961285002464,-0.401262554115808,-0.750220497856657
"E15","Botanical gardens","Sub urban","F",0.09,2,4,3,NA,NA,NA,-2.40794560865187,1.25276296849537,NA,NA,NA,0.497251829426093,-0.20891954815688,NA,NA,0,0.168297309137937,-0.45961285002464,-0.401262554115808,-0.759186641632298
"E16","Botanical gardens","Sub urban","I",0.01,2,4,NA,NA,NA,NA,-4.60517018598809,NA,NA,NA,NA,-1.33969896241424,NA,NA,NA,0,0.168297309137937,-0.45961285002464,-0.401262554115808,-0.759186641632298
"F01","Hasse Park","Sub urban","F",0.01,0,4,1,NA,14,NA,-4.60517018598809,0.405465108108164,2.67414864942653,NA,NA,-1.33969896241424,-1.36014427824956,-0.32433454807631,NA,0,-0.958264270397643,-0.424126069005071,-1.14835058483503,-0.0102535598573691
"F02","Hasse Park","Sub urban","M",0.03,5,4,NA,NA,42,NA,-3.50655789731998,NA,3.74950407593037,NA,NA,-0.421223566494072,NA,1.07459560669155,NA,0,1.85813967844131,-0.424126069005071,-1.14835058483503,-0.0102535598573691
"F03","Hasse Park","Sub urban","M",0.02,4,4,NA,NA,30,NA,-3.91202300542815,NA,3.41772668361337,NA,NA,-0.760205507204881,NA,0.642986310506124,NA,0,1.29485888867352,-0.424126069005071,-1.14835058483503,-0.0102535598573691
"F04","Hasse Park","Sub urban","F",0.01,0,4,2,NA,17,NA,-4.60517018598809,0.916290731874155,2.86220088092947,NA,NA,-1.33969896241424,-0.784531913203222,-0.0796973510742545,NA,0,-0.958264270397643,-0.424126069005071,-1.14835058483503,0.547489395924513
"F05","Hasse Park","Sub urban","M",0.02,4,4,NA,NA,31,NA,-3.91202300542815,NA,3.44998754583159,NA,NA,-0.760205507204881,NA,0.68495447457873,NA,0,1.29485888867352,-0.424126069005071,-1.14835058483503,0.547489395924513
"F06","Hasse Park","Sub urban","F",0.02,2,4,3,NA,44,NA,-3.91202300542815,1.25276296849537,3.79548918917219,NA,NA,-0.760205507204881,-0.20891954815688,1.13441765249975,NA,0,0.168297309137937,-0.424126069005071,-1.14835058483503,2.26900188111624
"F07","Hasse Park","Sub urban","F",0.03,2,4,NA,NA,60,NA,-3.50655789731998,NA,4.1026433650368,NA,NA,-0.421223566494072,NA,1.53399459998105,NA,0,0.168297309137937,-0.424126069005071,-1.14835058483503,0.645818821567857
"F08","Hasse Park","Sub urban","M",0.04,6,4,NA,NA,NA,NA,-3.2188758248682,NA,NA,NA,NA,-0.180712051995524,NA,NA,NA,0,2.4214204682091,-0.424126069005071,-1.14835058483503,-0.802224131755375
"F09","Hasse Park","Sub urban","M",0.03,6,4,NA,NA,NA,NA,-3.50655789731998,NA,NA,NA,NA,-0.421223566494072,NA,NA,NA,0,2.4214204682091,-0.424126069005071,-1.14835058483503,1.30901959849947
"G01","Seeveniederung","Rural","F",0.09,2,4,2,NA,22,NA,-2.40794560865187,0.916290731874155,3.11351530921037,NA,NA,0.497251829426093,-0.784531913203222,0.247237654213644,NA,0,0.168297309137937,-1.37286878116343,-0.312743215202067,0.375935747209621
"G02","Seeveniederung","Rural","F",0.05,0,4,4,NA,20,NA,-2.99573227355399,1.50407739677627,3.02042488614436,NA,NA,0.00584317203971949,0.366692816889462,0.126136298571137,NA,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G03","Seeveniederung","Rural","F",0.04,3,4,4,NA,NA,NA,-3.2188758248682,1.50407739677627,NA,NA,NA,-0.180712051995524,0.366692816889462,NA,NA,0,0.731578098905727,-1.37286878116343,-0.312743215202067,0.375935747209621
"G04","Seeveniederung","Rural","F",0.02,1,4,1,NA,NA,NA,-3.91202300542815,0.405465108108164,NA,NA,NA,-0.760205507204881,-1.36014427824956,NA,NA,0,-0.394983480629853,-1.37286878116343,-0.312743215202067,0.375935747209621
"G05","Seeveniederung","Rural","F",0.08,0,4,4,NA,37,NA,-2.52572864430826,1.50407739677627,3.62434093297637,NA,NA,0.398781403213833,0.366692816889462,0.911770841382896,NA,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G06","Seeveniederung","Rural","F",0.01,0,4,5,NA,8,NA,-4.60517018598809,1.70474809223843,2.14006616349627,NA,NA,-1.33969896241424,0.942305181935804,-1.01912259329993,NA,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G07","Seeveniederung","Rural","F",0.04,0,4,3,NA,14,NA,-3.2188758248682,1.25276296849537,2.67414864942653,NA,NA,-0.180712051995524,-0.20891954815688,-0.32433454807631,NA,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G08","Seeveniederung","Rural","F",0.06,0,4,1,NA,27,NA,-2.81341071676004,0.405465108108164,3.31418600467253,NA,NA,0.158269888715285,-1.36014427824956,0.508290214270856,NA,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"G09","Seeveniederung","Rural","M",0.03,6,4,NA,NA,NA,NA,-3.50655789731998,NA,NA,NA,NA,-0.421223566494072,NA,NA,NA,0,2.4214204682091,-1.37286878116343,-0.312743215202067,0.375935747209621
"G10","Seeveniederung","Rural","F",0.05,0,4,5,NA,15,NA,-2.99573227355399,1.70474809223843,2.7408400239252,NA,NA,0.00584317203971949,0.942305181935804,-0.237575721599345,NA,0,-0.958264270397643,-1.37286878116343,-0.312743215202067,0.375935747209621
"H01","Hoebeck","Rural","F",0.04,0,4,3,NA,33,NA,-3.2188758248682,1.25276296849537,3.51154543883102,NA,NA,-0.180712051995524,-0.20891954815688,0.765035153634636,NA,0,-0.958264270397643,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H02","Hoebeck","Rural","F",0.05,4,4,3,NA,NA,NA,-2.99573227355399,1.25276296849537,NA,NA,NA,0.00584317203971949,-0.20891954815688,NA,NA,0,1.29485888867352,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H03","Hoebeck","Rural","F",0.09,2,4,4,NA,29,NA,-2.40794560865187,1.50407739677627,3.38439026334577,NA,NA,0.497251829426093,0.366692816889462,0.59961895268661,NA,0,0.168297309137937,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H04","Hoebeck","Rural","M",0.02,5,4,NA,NA,45,NA,-3.91202300542815,NA,3.8177123259569,NA,NA,-0.760205507204881,NA,1.16332773693828,NA,0,1.85813967844131,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H05","Hoebeck","Rural","M",0.03,5,4,NA,NA,10,NA,-3.50655789731998,NA,2.35137525716348,NA,NA,-0.421223566494072,NA,-0.744230538243506,NA,0,1.85813967844131,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H06","Hoebeck","Rural","F",0.06,1,4,4,NA,NA,NA,-2.81341071676004,1.50407739677627,NA,NA,NA,0.158269888715285,0.366692816889462,NA,NA,0,-0.394983480629853,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H07","Hoebeck","Rural","F",0.38,6,4,NA,NA,NA,NA,-0.967584026261706,NA,NA,NA,NA,1.70144068503943,NA,NA,NA,0,2.4214204682091,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H08","Hoebeck","Rural","F",0.27,2,4,4,NA,NA,NA,-1.30933331998376,1.50407739677627,NA,NA,NA,1.41572722534626,0.366692816889462,NA,NA,0,0.168297309137937,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H09","Hoebeck","Rural","F",0.05,2,4,8,NA,35,NA,-2.99573227355399,2.14006616349627,3.56953269648137,NA,NA,0.00584317203971949,2.66914227707483,0.840470792233776,NA,0,0.168297309137937,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H10","Hoebeck","Rural","F",0.09,4,4,3,NA,NA,NA,-2.40794560865187,1.25276296849537,NA,NA,NA,0.497251829426093,-0.20891954815688,NA,NA,0,1.29485888867352,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H11","Hoebeck","Rural","M",0.03,3,4,NA,NA,22,NA,-3.50655789731998,NA,3.11351530921037,NA,NA,-0.421223566494072,NA,0.247237654213644,NA,0,0.731578098905727,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H12","Hoebeck","Rural","M",0.03,6,4,NA,NA,NA,NA,-3.50655789731998,NA,NA,NA,NA,-0.421223566494072,NA,NA,NA,0,2.4214204682091,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H13","Hoebeck","Rural","F",0.04,1,4,2,NA,23,NA,-3.2188758248682,0.916290731874155,3.15700042115011,NA,NA,-0.180712051995524,-0.784531913203222,0.303807447676011,NA,0,-0.394983480629853,-0.859158082852416,-0.239170180019783,-0.361480941888394
"I01","Lundugsbrucken","Urban","F",0.12,1,4,7,NA,22,NA,-2.12026353620009,2.01490302054226,3.11351530921037,NA,NA,0.737763343924642,2.09352991202849,0.247237654213644,NA,0,-0.394983480629853,-0.317965058693592,1.98025088884125,-0.631867400018195
"I02","Lundugsbrucken","Urban","F",0.1,2,4,2,NA,40,NA,-2.30258509299405,0.916290731874155,3.70130197411249,NA,NA,0.585336627249076,-0.784531913203222,1.01188947986663,NA,0,0.168297309137937,-0.317965058693592,1.98025088884125,-0.631867400018195
"I03","Lundugsbrucken","Urban","F",0.08,0,4,3,NA,15,NA,-2.52572864430826,1.25276296849537,2.7408400239252,NA,NA,0.398781403213833,-0.20891954815688,-0.237575721599345,NA,0,-0.958264270397643,-0.317965058693592,1.98025088884125,-0.631867400018195
"I04","Lundugsbrucken","Urban","F",0.02,3,4,NA,NA,NA,NA,-3.91202300542815,NA,NA,NA,NA,-0.760205507204881,NA,NA,NA,0,0.731578098905727,-0.317965058693592,1.98025088884125,-0.631867400018195
"I05","Lundugsbrucken","Urban","F",0.04,1,4,2,NA,19,NA,-3.2188758248682,0.916290731874155,2.9704144655697,NA,NA,-0.180712051995524,-0.784531913203222,0.0610777294039437,NA,0,-0.394983480629853,-0.317965058693592,1.98025088884125,-0.631867400018195
"I06","Lundugsbrucken","Urban","F",0.05,2,4,NA,NA,39,NA,-2.99573227355399,NA,3.67630067190708,NA,NA,0.00584317203971949,NA,0.979365279307814,NA,0,0.168297309137937,-0.317965058693592,1.98025088884125,-0.631867400018195
"I07","Lundugsbrucken","Urban","M",0.03,2,4,5,NA,NA,NA,-3.50655789731998,1.70474809223843,NA,NA,NA,-0.421223566494072,0.942305181935804,NA,NA,0,0.168297309137937,-0.317965058693592,1.98025088884125,-0.631867400018195
"I08","Lundugsbrucken","Urban","F",0.17,3,4,7,NA,NA,NA,-1.77195684193188,2.01490302054226,NA,NA,NA,1.02895900250178,2.09352991202849,NA,NA,0,0.731578098905727,-0.317965058693592,1.98025088884125,-0.631867400018195
"I09","Lundugsbrucken","Urban","F",0.01,1,4,NA,NA,16,NA,-4.60517018598809,NA,2.80336038090653,NA,NA,-1.33969896241424,NA,-0.156242972898396,NA,0,-0.394983480629853,-0.317965058693592,1.98025088884125,-0.631867400018195
"I10","Lundugsbrucken","Urban","F",0.03,3,4,NA,NA,NA,NA,-3.50655789731998,NA,NA,NA,NA,-0.421223566494072,NA,NA,NA,0,0.731578098905727,-0.317965058693592,1.98025088884125,-0.631867400018195
"J01","Staarlandstrasse","Urban","F",0.13,0,4,4,NA,NA,NA,-2.04022082852655,1.50407739677627,NA,NA,NA,0.804681635645283,0.366692816889462,NA,NA,0,-0.958264270397643,1.89701902419009,-0.553362450231473,-0.649799687569477
"J02","Staarlandstrasse","Urban","I",0.01,0,4,1,NA,NA,NA,-4.60517018598809,0.405465108108164,NA,NA,NA,-1.33969896241424,-1.36014427824956,NA,NA,0,-0.958264270397643,1.89701902419009,-0.553362450231473,-0.649799687569477
"J03","Staarlandstrasse","Urban","I",0.01,5,4,NA,NA,NA,NA,-4.60517018598809,NA,NA,NA,NA,-1.33969896241424,NA,NA,NA,0,1.85813967844131,1.89701902419009,-0.553362450231473,-0.649799687569477
"J04","Staarlandstrasse","Urban","M",0.01,0,4,4,NA,NA,NA,-4.60517018598809,1.50407739677627,NA,NA,NA,-1.33969896241424,0.366692816889462,NA,NA,0,-0.958264270397643,1.89701902419009,-0.553362450231473,-0.649799687569477
"J05","Staarlandstrasse","Urban","F",0.02,0,4,5.5,NA,NA,NA,-3.91202300542815,1.79175946922805,NA,NA,NA,-0.760205507204881,1.23011136445898,NA,NA,0,-0.958264270397643,1.89701902419009,-0.553362450231473,-0.649799687569477
"J06","Staarlandstrasse","Urban","F",0.02,1,4,1,NA,NA,NA,-3.91202300542815,0.405465108108164,NA,NA,NA,-0.760205507204881,-1.36014427824956,NA,NA,0,-0.394983480629853,1.89701902419009,-0.553362450231473,-0.649799687569477
"K01","Staats forest","Rural","F",0.07,2,4,3,NA,NA,NA,-2.65926003693278,1.25276296849537,NA,NA,NA,0.287144841367918,-0.20891954815688,NA,NA,0,0.168297309137937,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K02","Staats forest","Rural","F",0.27,0,4,3,NA,NA,NA,-1.30933331998376,1.25276296849537,NA,NA,NA,1.41572722534626,-0.20891954815688,NA,NA,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K03","Staats forest","Rural","F",0.01,0,4,2.5,NA,17,NA,-4.60517018598809,1.09861228866811,2.86220088092947,NA,NA,-1.33969896241424,-0.496725730680051,-0.0796973510742545,NA,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K04","Staats forest","Rural","F",0.01,2,4,3,NA,30,NA,-4.60517018598809,1.25276296849537,3.41772668361337,NA,NA,-1.33969896241424,-0.20891954815688,0.642986310506124,NA,0,0.168297309137937,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K05","Staats forest","Rural","M",0.01,3,4,NA,NA,24,NA,-4.60517018598809,NA,3.19867311755068,NA,NA,-1.33969896241424,NA,0.358019469290831,NA,0,0.731578098905727,-0.381942829279065,-0.534839310089476,-0.759186641632298
"K06","Staats forest","Rural","F",0.01,1,4,3,NA,23,NA,-4.60517018598809,1.25276296849537,3.15700042115011,NA,NA,-1.33969896241424,-0.20891954815688,0.303807447676011,NA,0,-0.394983480629853,-0.381942829279065,-0.534839310089476,-0.759186641632298
"K07","Staats forest","Rural","M",0.03,3,4,2,NA,NA,NA,-3.50655789731998,0.916290731874155,NA,NA,NA,-0.421223566494072,-0.784531913203222,NA,NA,0,0.731578098905727,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K08","Staats forest","Rural","M",0.03,5,4,NA,NA,10,NA,-3.50655789731998,NA,2.35137525716348,NA,NA,-0.421223566494072,NA,-0.744230538243506,NA,0,1.85813967844131,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K09","Staats forest","Rural","F",0.02,3,4,1,NA,NA,NA,-3.91202300542815,0.405465108108164,NA,NA,NA,-0.760205507204881,-1.36014427824956,NA,NA,0,0.731578098905727,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K10","Staats forest","Rural","F",0.09,0,4,7,NA,22,NA,-2.40794560865187,2.01490302054226,3.11351530921037,NA,NA,0.497251829426093,2.09352991202849,0.247237654213644,NA,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K11","Staats forest","Rural","F",0.08,2,4,4,NA,19,NA,-2.52572864430826,1.50407739677627,2.9704144655697,NA,NA,0.398781403213833,0.366692816889462,0.0610777294039437,NA,0,0.168297309137937,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K12","Staats forest","Rural","F",0.29,0,4,3,NA,NA,NA,-1.23787435600162,1.25276296849537,NA,NA,NA,1.47546922979363,-0.20891954815688,NA,NA,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K13","Staats forest","Rural","F",0.04,1,4,7,NA,34,NA,-3.2188758248682,2.01490302054226,3.54095932403731,NA,NA,-0.180712051995524,2.09352991202849,0.803299684569997,NA,0,-0.394983480629853,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K14","Staats forest","Rural","M",0.03,5,4,NA,NA,12,NA,-3.50655789731998,NA,2.52572864430826,NA,NA,-0.421223566494072,NA,-0.51741417143934,NA,0,1.85813967844131,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K15","Staats forest","Rural","F",0.03,0,4,2,NA,20,NA,-3.50655789731998,0.916290731874155,3.02042488614436,NA,NA,-0.421223566494072,-0.784531913203222,0.126136298571137,NA,0,-0.958264270397643,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K16","Staats forest","Rural","F",0.17,2,4,5,NA,33,NA,-1.77195684193188,1.70474809223843,3.51154543883102,NA,NA,1.02895900250178,0.942305181935804,0.765035153634636,NA,0,0.168297309137937,-0.381942829279065,-0.534839310089476,-0.802224131755375
"L01","Barmbek Sud","Urban","F",0.08,1,4,4,NA,8,NA,-2.52572864430826,1.50407739677627,2.14006616349627,NA,NA,0.398781403213833,0.366692816889462,-1.01912259329993,NA,0,-0.394983480629853,1.43427942448047,-0.634249849267278,2.31024614248419
"L02","Barmbek Sud","Urban","F",0.03,2,4,NA,NA,42,NA,-3.50655789731998,NA,3.74950407593037,NA,NA,-0.421223566494072,NA,1.07459560669155,NA,0,0.168297309137937,1.43427942448047,-0.634249849267278,0.0220245577349387
"L03","Barmbek Sud","Urban","I",0.01,1,4,NA,NA,NA,NA,-4.60517018598809,NA,NA,NA,NA,-1.33969896241424,NA,NA,NA,0,-0.394983480629853,1.43427942448047,-0.634249849267278,0.0220245577349387
